Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,024006,1902,07,9.4,Y
IDCJAC0001,024006,1902,08,9.3,Y
IDCJAC0001,024006,1902,09,10.1,Y
IDCJAC0001,024006,1902,10,32.5,Y
IDCJAC0001,024006,1902,11,0.0,Y
IDCJAC0001,024006,1902,12,40.7,Y
IDCJAC0001,024006,1903,01,6.3,Y
IDCJAC0001,024006,1903,02,15.5,Y
IDCJAC0001,024006,1903,03,35.0,Y
IDCJAC0001,024006,1903,04,25.9,Y
IDCJAC0001,024006,1903,05,34.5,Y
IDCJAC0001,024006,1903,06,14.7,Y
IDCJAC0001,024006,1903,07,14.0,Y
IDCJAC0001,024006,1903,08,22.9,Y
IDCJAC0001,024006,1903,09,68.1,Y
IDCJAC0001,024006,1903,10,15.7,Y
IDCJAC0001,024006,1903,11,122.1,Y
IDCJAC0001,024006,1903,12,23.3,Y
IDCJAC0001,024006,1904,01,13.2,Y
IDCJAC0001,024006,1904,02,22.4,Y
IDCJAC0001,024006,1904,03,6.1,Y
IDCJAC0001,024006,1904,04,11.7,Y
IDCJAC0001,024006,1904,05,16.2,Y
IDCJAC0001,024006,1904,06,24.3,Y
IDCJAC0001,024006,1904,07,34.9,Y
IDCJAC0001,024006,1904,08,10.5,Y
IDCJAC0001,024006,1904,09,9.9,Y
IDCJAC0001,024006,1904,10,42.0,Y
IDCJAC0001,024006,1904,11,4.6,Y
IDCJAC0001,024006,1904,12,18.5,Y
IDCJAC0001,024006,1905,01,33.4,Y
IDCJAC0001,024006,1905,02,6.9,Y
IDCJAC0001,024006,1905,03,0.0,Y
IDCJAC0001,024006,1905,04,46.5,Y
IDCJAC0001,024006,1905,05,45.2,Y
IDCJAC0001,024006,1905,06,34.8,Y
IDCJAC0001,024006,1905,07,20.3,Y
IDCJAC0001,024006,1905,08,6.1,Y
IDCJAC0001,024006,1905,09,14.8,Y
IDCJAC0001,024006,1905,10,29.2,Y
IDCJAC0001,024006,1905,11,1.5,Y
IDCJAC0001,024006,1905,12,0.0,Y
IDCJAC0001,024006,1906,01,0.0,Y
IDCJAC0001,024006,1906,02,8.7,Y
IDCJAC0001,024006,1906,03,39.8,Y
IDCJAC0001,024006,1906,04,1.8,Y
IDCJAC0001,024006,1906,05,14.0,Y
IDCJAC0001,024006,1906,06,71.1,Y
IDCJAC0001,024006,1906,07,7.9,Y
IDCJAC0001,024006,1906,08,21.1,Y
IDCJAC0001,024006,1906,09,56.9,Y
IDCJAC0001,024006,1906,10,31.5,Y
IDCJAC0001,024006,1906,11,24.4,Y
IDCJAC0001,024006,1906,12,42.9,Y
IDCJAC0001,024006,1907,01,0.0,Y
IDCJAC0001,024006,1907,02,2.3,Y
IDCJAC0001,024006,1907,03,3.5,Y
IDCJAC0001,024006,1907,04,41.1,Y
IDCJAC0001,024006,1907,05,48.3,Y
IDCJAC0001,024006,1907,06,50.8,Y
IDCJAC0001,024006,1907,07,25.5,Y
IDCJAC0001,024006,1907,08,23.4,Y
IDCJAC0001,024006,1907,09,8.9,Y
IDCJAC0001,024006,1907,10,13.8,Y
IDCJAC0001,024006,1907,11,26.4,Y
IDCJAC0001,024006,1907,12,51.3,Y
IDCJAC0001,024006,1908,01,5.6,Y
IDCJAC0001,024006,1908,02,8.4,Y
IDCJAC0001,024006,1908,03,20.8,Y
IDCJAC0001,024006,1908,04,0.0,Y
IDCJAC0001,024006,1908,05,29.2,Y
IDCJAC0001,024006,1908,06,26.5,Y
IDCJAC0001,024006,1908,07,2.5,Y
IDCJAC0001,024006,1908,08,30.6,Y
IDCJAC0001,024006,1908,09,96.6,Y
IDCJAC0001,024006,1908,10,60.5,Y
IDCJAC0001,024006,1908,11,5.6,Y
IDCJAC0001,024006,1908,12,13.5,Y
IDCJAC0001,024006,1909,01,11.5,Y
IDCJAC0001,024006,1909,02,1.8,Y
IDCJAC0001,024006,1909,03,3.6,Y
IDCJAC0001,024006,1909,04,11.7,Y
IDCJAC0001,024006,1909,05,31.5,Y
IDCJAC0001,024006,1909,06,55.0,Y
IDCJAC0001,024006,1909,07,20.3,Y
IDCJAC0001,024006,1909,08,45.3,Y
IDCJAC0001,024006,1909,09,22.6,Y
IDCJAC0001,024006,1909,10,9.9,Y
IDCJAC0001,024006,1909,11,32.6,Y
IDCJAC0001,024006,1909,12,1.5,Y
IDCJAC0001,024006,1910,01,23.4,Y
IDCJAC0001,024006,1910,02,0.5,Y
IDCJAC0001,024006,1910,03,127.0,Y
IDCJAC0001,024006,1910,04,0.0,Y
IDCJAC0001,024006,1910,05,102.2,Y
IDCJAC0001,024006,1910,06,54.9,Y
IDCJAC0001,024006,1910,07,27.7,Y
IDCJAC0001,024006,1910,08,49.3,Y
IDCJAC0001,024006,1910,09,74.7,Y
IDCJAC0001,024006,1910,10,28.1,Y
IDCJAC0001,024006,1910,11,12.2,Y
IDCJAC0001,024006,1910,12,5.6,Y
IDCJAC0001,024006,1911,01,34.6,Y
IDCJAC0001,024006,1911,02,60.0,Y
IDCJAC0001,024006,1911,03,20.3,Y
IDCJAC0001,024006,1911,04,0.0,Y
IDCJAC0001,024006,1911,05,41.9,Y
IDCJAC0001,024006,1911,06,6.7,Y
IDCJAC0001,024006,1911,07,18.8,Y
IDCJAC0001,024006,1911,08,8.8,Y
IDCJAC0001,024006,1911,09,35.7,Y
IDCJAC0001,024006,1911,10,7.6,Y
IDCJAC0001,024006,1911,11,2.8,Y
IDCJAC0001,024006,1911,12,58.9,Y
IDCJAC0001,024006,1912,01,0.0,Y
IDCJAC0001,024006,1912,02,7.2,Y
IDCJAC0001,024006,1912,03,16.3,Y
IDCJAC0001,024006,1912,04,0.0,Y
IDCJAC0001,024006,1912,05,0.0,Y
IDCJAC0001,024006,1912,06,93.9,Y
IDCJAC0001,024006,1912,07,28.9,Y
IDCJAC0001,024006,1912,08,21.3,Y
IDCJAC0001,024006,1912,09,25.7,Y
IDCJAC0001,024006,1912,10,4.6,Y
IDCJAC0001,024006,1912,11,36.4,Y
IDCJAC0001,024006,1912,12,15.3,Y
IDCJAC0001,024006,1913,01,0.0,Y
IDCJAC0001,024006,1913,02,45.3,Y
IDCJAC0001,024006,1913,03,94.5,Y
IDCJAC0001,024006,1913,04,2.5,Y
IDCJAC0001,024006,1913,05,23.9,Y
IDCJAC0001,024006,1913,06,0.0,Y
IDCJAC0001,024006,1913,07,9.4,Y
IDCJAC0001,024006,1913,08,9.1,Y
IDCJAC0001,024006,1913,09,65.0,Y
IDCJAC0001,024006,1913,10,38.5,Y
IDCJAC0001,024006,1913,11,8.1,Y
IDCJAC0001,024006,1913,12,20.3,Y
IDCJAC0001,024006,1914,01,1.3,Y
IDCJAC0001,024006,1914,02,0.0,Y
IDCJAC0001,024006,1914,03,34.7,Y
IDCJAC0001,024006,1914,04,11.9,Y
IDCJAC0001,024006,1914,05,14.0,Y
IDCJAC0001,024006,1914,06,3.8,Y
IDCJAC0001,024006,1914,07,2.5,Y
IDCJAC0001,024006,1914,08,0.0,Y
IDCJAC0001,024006,1914,09,2.8,Y
IDCJAC0001,024006,1914,10,0.0,Y
IDCJAC0001,024006,1914,11,60.5,Y
IDCJAC0001,024006,1914,12,19.3,Y
IDCJAC0001,024006,1915,01,7.6,Y
IDCJAC0001,024006,1915,02,0.0,Y
IDCJAC0001,024006,1915,03,0.0,Y
IDCJAC0001,024006,1915,04,18.8,Y
IDCJAC0001,024006,1915,05,23.2,Y
IDCJAC0001,024006,1915,06,31.7,Y
IDCJAC0001,024006,1915,07,27.2,Y
IDCJAC0001,024006,1915,08,49.6,Y
IDCJAC0001,024006,1915,09,35.9,Y
IDCJAC0001,024006,1915,10,15.5,Y
IDCJAC0001,024006,1915,11,4.1,Y
IDCJAC0001,024006,1915,12,0.0,Y
IDCJAC0001,024006,1916,01,4.6,Y
IDCJAC0001,024006,1916,02,0.0,Y
IDCJAC0001,024006,1916,03,0.0,Y
IDCJAC0001,024006,1916,04,2.0,Y
IDCJAC0001,024006,1916,05,18.1,Y
IDCJAC0001,024006,1916,06,30.1,Y
IDCJAC0001,024006,1916,07,44.0,Y
IDCJAC0001,024006,1916,08,77.5,Y
IDCJAC0001,024006,1916,09,51.5,Y
IDCJAC0001,024006,1916,10,33.1,Y
IDCJAC0001,024006,1916,11,35.0,Y
IDCJAC0001,024006,1916,12,19.7,Y
IDCJAC0001,024006,1917,01,10.9,Y
IDCJAC0001,024006,1917,02,92.9,Y
IDCJAC0001,024006,1917,03,8.9,Y
IDCJAC0001,024006,1917,04,1.3,Y
IDCJAC0001,024006,1917,05,16.2,Y
IDCJAC0001,024006,1917,06,23.9,Y
IDCJAC0001,024006,1917,07,40.7,Y
IDCJAC0001,024006,1917,08,31.2,Y
IDCJAC0001,024006,1917,09,42.5,Y
IDCJAC0001,024006,1917,10,53.2,Y
IDCJAC0001,024006,1917,11,34.6,Y
IDCJAC0001,024006,1917,12,50.9,Y
IDCJAC0001,024006,1918,01,0.0,Y
IDCJAC0001,024006,1918,02,6.4,Y
IDCJAC0001,024006,1918,03,6.4,Y
IDCJAC0001,024006,1918,04,28.2,Y
IDCJAC0001,024006,1918,05,48.3,Y
IDCJAC0001,024006,1918,06,6.6,Y
IDCJAC0001,024006,1918,07,9.4,Y
IDCJAC0001,024006,1918,08,47.7,Y
IDCJAC0001,024006,1918,09,0.0,Y
IDCJAC0001,024006,1918,10,18.0,Y
IDCJAC0001,024006,1918,11,0.0,Y
IDCJAC0001,024006,1918,12,0.0,Y
IDCJAC0001,024006,1919,01,0.0,Y
IDCJAC0001,024006,1919,02,83.3,Y
IDCJAC0001,024006,1919,03,3.0,Y
IDCJAC0001,024006,1919,04,17.8,Y
IDCJAC0001,024006,1919,05,45.0,Y
IDCJAC0001,024006,1919,06,14.0,Y
IDCJAC0001,024006,1919,07,5.0,Y
IDCJAC0001,024006,1919,08,5.3,Y
IDCJAC0001,024006,1919,09,15.2,Y
IDCJAC0001,024006,1919,10,9.1,Y
IDCJAC0001,024006,1919,11,23.3,Y
IDCJAC0001,024006,1919,12,25.6,Y
IDCJAC0001,024006,1920,01,0.0,Y
IDCJAC0001,024006,1920,02,0.0,Y
IDCJAC0001,024006,1920,03,1.5,Y
IDCJAC0001,024006,1920,04,19.1,Y
IDCJAC0001,024006,1920,05,12.7,Y
IDCJAC0001,024006,1920,06,53.9,Y
IDCJAC0001,024006,1920,07,10.2,Y
IDCJAC0001,024006,1920,08,65.0,Y
IDCJAC0001,024006,1920,09,53.2,Y
IDCJAC0001,024006,1920,10,59.5,Y
IDCJAC0001,024006,1920,11,36.6,Y
IDCJAC0001,024006,1920,12,34.1,Y
IDCJAC0001,024006,1921,01,38.1,Y
IDCJAC0001,024006,1921,02,75.4,Y
IDCJAC0001,024006,1921,03,45.7,Y
IDCJAC0001,024006,1921,04,0.0,Y
IDCJAC0001,024006,1921,05,34.8,Y
IDCJAC0001,024006,1921,06,20.5,Y
IDCJAC0001,024006,1921,07,12.2,Y
IDCJAC0001,024006,1921,08,21.5,Y
IDCJAC0001,024006,1921,09,25.7,Y
IDCJAC0001,024006,1921,10,3.8,Y
IDCJAC0001,024006,1921,11,14.2,Y
IDCJAC0001,024006,1921,12,0.0,Y
IDCJAC0001,024006,1922,01,14.5,Y
IDCJAC0001,024006,1922,02,0.0,Y
IDCJAC0001,024006,1922,03,0.0,Y
IDCJAC0001,024006,1922,04,35.6,Y
IDCJAC0001,024006,1922,05,32.6,Y
IDCJAC0001,024006,1922,06,15.0,Y
IDCJAC0001,024006,1922,07,28.6,Y
IDCJAC0001,024006,1922,08,6.8,Y
IDCJAC0001,024006,1922,09,33.3,Y
IDCJAC0001,024006,1922,10,5.3,Y
IDCJAC0001,024006,1922,11,0.0,Y
IDCJAC0001,024006,1922,12,9.4,Y
IDCJAC0001,024006,1923,01,0.0,Y
IDCJAC0001,024006,1923,02,0.0,Y
IDCJAC0001,024006,1923,03,0.0,Y
IDCJAC0001,024006,1923,04,0.5,Y
IDCJAC0001,024006,1923,05,33.3,Y
IDCJAC0001,024006,1923,06,30.7,Y
IDCJAC0001,024006,1923,07,23.9,Y
IDCJAC0001,024006,1923,08,29.2,Y
IDCJAC0001,024006,1923,09,26.2,Y
IDCJAC0001,024006,1923,10,9.9,Y
IDCJAC0001,024006,1923,11,0.0,Y
IDCJAC0001,024006,1923,12,21.6,Y
IDCJAC0001,024006,1924,01,20.1,Y
IDCJAC0001,024006,1924,02,15.7,Y
IDCJAC0001,024006,1924,03,26.7,Y
IDCJAC0001,024006,1924,04,4.3,Y
IDCJAC0001,024006,1924,05,20.0,Y
IDCJAC0001,024006,1924,06,24.8,Y
IDCJAC0001,024006,1924,07,2.0,Y
IDCJAC0001,024006,1924,08,13.0,Y
IDCJAC0001,024006,1924,09,43.2,Y
IDCJAC0001,024006,1924,10,25.9,Y
IDCJAC0001,024006,1924,11,6.9,Y
IDCJAC0001,024006,1924,12,26.7,Y
IDCJAC0001,024006,1925,01,18.1,Y
IDCJAC0001,024006,1925,02,47.2,Y
IDCJAC0001,024006,1925,03,12.2,Y
IDCJAC0001,024006,1925,04,10.9,Y
IDCJAC0001,024006,1925,05,40.9,Y
IDCJAC0001,024006,1925,06,7.3,Y
IDCJAC0001,024006,1925,07,15.1,Y
IDCJAC0001,024006,1925,08,27.9,Y
IDCJAC0001,024006,1925,09,41.1,Y
IDCJAC0001,024006,1925,10,6.1,Y
IDCJAC0001,024006,1925,11,5.1,Y
IDCJAC0001,024006,1925,12,0.0,Y
IDCJAC0001,024006,1926,01,0.0,Y
IDCJAC0001,024006,1926,02,0.0,Y
IDCJAC0001,024006,1926,03,3.8,Y
IDCJAC0001,024006,1926,04,7.9,Y
IDCJAC0001,024006,1926,05,62.2,Y
IDCJAC0001,024006,1926,06,16.5,Y
IDCJAC0001,024006,1926,07,7.8,Y
IDCJAC0001,024006,1926,08,36.7,Y
IDCJAC0001,024006,1926,09,42.6,Y
IDCJAC0001,024006,1926,10,3.8,Y
IDCJAC0001,024006,1926,11,0.0,Y
IDCJAC0001,024006,1926,12,20.3,Y
IDCJAC0001,024006,1927,01,8.1,Y
IDCJAC0001,024006,1927,02,7.1,Y
IDCJAC0001,024006,1927,03,1.8,Y
IDCJAC0001,024006,1927,04,0.0,Y
IDCJAC0001,024006,1927,05,8.7,Y
IDCJAC0001,024006,1927,06,8.7,Y
IDCJAC0001,024006,1927,07,12.2,Y
IDCJAC0001,024006,1927,08,14.0,Y
IDCJAC0001,024006,1927,09,7.6,Y
IDCJAC0001,024006,1927,10,0.0,Y
IDCJAC0001,024006,1927,11,3.8,Y
IDCJAC0001,024006,1927,12,2.3,Y
IDCJAC0001,024006,1928,01,6.6,Y
IDCJAC0001,024006,1928,02,60.0,Y
IDCJAC0001,024006,1928,03,8.9,Y
IDCJAC0001,024006,1928,04,0.5,Y
IDCJAC0001,024006,1928,05,6.6,Y
IDCJAC0001,024006,1928,06,20.3,Y
IDCJAC0001,024006,1928,07,34.8,Y
IDCJAC0001,024006,1928,08,5.6,Y
IDCJAC0001,024006,1928,09,2.0,Y
IDCJAC0001,024006,1928,10,33.2,Y
IDCJAC0001,024006,1928,11,0.0,Y
IDCJAC0001,024006,1928,12,9.6,Y
IDCJAC0001,024006,1929,01,0.0,Y
IDCJAC0001,024006,1929,02,30.5,Y
IDCJAC0001,024006,1929,03,7.1,Y
IDCJAC0001,024006,1929,04,0.0,Y
IDCJAC0001,024006,1929,05,1.8,Y
IDCJAC0001,024006,1929,06,9.4,Y
IDCJAC0001,024006,1929,07,0.0,Y
IDCJAC0001,024006,1929,08,4.8,Y
IDCJAC0001,024006,1929,09,13.2,Y
IDCJAC0001,024006,1929,10,0.0,Y
IDCJAC0001,024006,1929,11,8.6,Y
IDCJAC0001,024006,1929,12,67.9,Y
IDCJAC0001,024006,1930,01,0.0,Y
IDCJAC0001,024006,1930,02,25.5,Y
IDCJAC0001,024006,1930,03,43.7,Y
IDCJAC0001,024006,1930,04,5.9,Y
IDCJAC0001,024006,1930,05,5.1,Y
IDCJAC0001,024006,1930,06,7.5,Y
IDCJAC0001,024006,1930,07,35.1,Y
IDCJAC0001,024006,1930,08,28.5,Y
IDCJAC0001,024006,1930,09,5.3,Y
IDCJAC0001,024006,1930,10,84.7,Y
IDCJAC0001,024006,1930,11,13.2,Y
IDCJAC0001,024006,1930,12,16.5,Y
IDCJAC0001,024006,1931,01,5.1,Y
IDCJAC0001,024006,1931,02,1.8,Y
IDCJAC0001,024006,1931,03,9.1,Y
IDCJAC0001,024006,1931,04,27.4,Y
IDCJAC0001,024006,1931,05,23.6,Y
IDCJAC0001,024006,1931,06,52.8,Y
IDCJAC0001,024006,1931,07,13.7,Y
IDCJAC0001,024006,1931,08,6.8,Y
IDCJAC0001,024006,1931,09,36.5,Y
IDCJAC0001,024006,1931,10,0.0,Y
IDCJAC0001,024006,1931,11,2.8,Y
IDCJAC0001,024006,1931,12,0.0,Y
IDCJAC0001,024006,1932,01,0.0,Y
IDCJAC0001,024006,1932,02,21.0,Y
IDCJAC0001,024006,1932,03,23.9,Y
IDCJAC0001,024006,1932,04,66.8,Y
IDCJAC0001,024006,1932,05,22.3,Y
IDCJAC0001,024006,1932,06,29.5,Y
IDCJAC0001,024006,1932,07,12.5,Y
IDCJAC0001,024006,1932,08,70.2,Y
IDCJAC0001,024006,1932,09,49.8,Y
IDCJAC0001,024006,1932,10,4.3,Y
IDCJAC0001,024006,1932,11,9.1,Y
IDCJAC0001,024006,1932,12,14.5,Y
IDCJAC0001,024006,1933,01,79.0,Y
IDCJAC0001,024006,1933,02,0.0,Y
IDCJAC0001,024006,1933,03,12.2,Y
IDCJAC0001,024006,1933,04,0.0,Y
IDCJAC0001,024006,1933,05,28.4,Y
IDCJAC0001,024006,1933,06,1.3,Y
IDCJAC0001,024006,1933,07,7.6,Y
IDCJAC0001,024006,1933,08,20.2,Y
IDCJAC0001,024006,1933,09,22.9,Y
IDCJAC0001,024006,1933,10,8.9,Y
IDCJAC0001,024006,1933,11,11.4,Y
IDCJAC0001,024006,1933,12,8.1,Y
IDCJAC0001,024006,1934,01,30.8,Y
IDCJAC0001,024006,1934,02,3.0,Y
IDCJAC0001,024006,1934,03,3.8,Y
IDCJAC0001,024006,1934,04,24.2,Y
IDCJAC0001,024006,1934,05,0.0,Y
IDCJAC0001,024006,1934,06,18.8,Y
IDCJAC0001,024006,1934,07,17.7,Y
IDCJAC0001,024006,1934,08,21.9,Y
IDCJAC0001,024006,1934,09,17.8,Y
IDCJAC0001,024006,1934,10,44.3,Y
IDCJAC0001,024006,1934,11,19.3,Y
IDCJAC0001,024006,1934,12,0.0,Y
IDCJAC0001,024006,1935,01,14.4,Y
IDCJAC0001,024006,1935,02,0.0,Y
IDCJAC0001,024006,1935,03,21.0,Y
IDCJAC0001,024006,1935,04,21.5,Y
IDCJAC0001,024006,1935,05,8.6,Y
IDCJAC0001,024006,1935,06,15.3,Y
IDCJAC0001,024006,1935,07,16.3,Y
IDCJAC0001,024006,1935,08,7.8,Y
IDCJAC0001,024006,1935,09,13.9,Y
IDCJAC0001,024006,1935,10,25.3,Y
IDCJAC0001,024006,1935,11,1.8,Y
IDCJAC0001,024006,1935,12,12.4,Y
IDCJAC0001,024006,1936,01,96.2,Y
IDCJAC0001,024006,1936,02,13.3,Y
IDCJAC0001,024006,1936,03,8.5,Y
IDCJAC0001,024006,1936,04,4.8,Y
IDCJAC0001,024006,1936,05,35.9,Y
IDCJAC0001,024006,1936,06,13.4,Y
IDCJAC0001,024006,1936,07,80.8,Y
IDCJAC0001,024006,1936,08,8.1,Y
IDCJAC0001,024006,1936,09,6.9,Y
IDCJAC0001,024006,1936,10,28.5,Y
IDCJAC0001,024006,1936,11,4.3,Y
IDCJAC0001,024006,1936,12,105.9,Y
IDCJAC0001,024006,1937,01,38.6,Y
IDCJAC0001,024006,1937,02,11.2,Y
IDCJAC0001,024006,1937,03,2.5,Y
IDCJAC0001,024006,1937,04,13.4,Y
IDCJAC0001,024006,1937,05,17.8,Y
IDCJAC0001,024006,1937,06,63.2,Y
IDCJAC0001,024006,1937,07,5.6,Y
IDCJAC0001,024006,1937,08,49.5,Y
IDCJAC0001,024006,1937,09,10.6,Y
IDCJAC0001,024006,1937,10,35.8,Y
IDCJAC0001,024006,1937,11,10.4,Y
IDCJAC0001,024006,1937,12,47.2,Y
IDCJAC0001,024006,1938,01,37.6,Y
IDCJAC0001,024006,1938,02,2.5,Y
IDCJAC0001,024006,1938,03,0.0,Y
IDCJAC0001,024006,1938,04,2.8,Y
IDCJAC0001,024006,1938,05,1.0,Y
IDCJAC0001,024006,1938,06,14.3,Y
IDCJAC0001,024006,1938,07,41.8,Y
IDCJAC0001,024006,1938,08,40.0,Y
IDCJAC0001,024006,1938,09,0.0,Y
IDCJAC0001,024006,1938,10,7.6,Y
IDCJAC0001,024006,1938,11,12.7,Y
IDCJAC0001,024006,1938,12,0.0,Y
IDCJAC0001,024006,1939,01,0.0,Y
IDCJAC0001,024006,1939,02,55.3,Y
IDCJAC0001,024006,1939,03,2.3,Y
IDCJAC0001,024006,1939,04,1.0,Y
IDCJAC0001,024006,1939,05,20.5,Y
IDCJAC0001,024006,1939,06,12.0,Y
IDCJAC0001,024006,1939,07,14.7,Y
IDCJAC0001,024006,1939,08,26.2,Y
IDCJAC0001,024006,1939,09,8.4,Y
IDCJAC0001,024006,1939,10,9.4,Y
IDCJAC0001,024006,1939,11,48.1,Y
IDCJAC0001,024006,1939,12,1.3,Y
IDCJAC0001,024006,1940,01,16.3,Y
IDCJAC0001,024006,1940,02,3.3,Y
IDCJAC0001,024006,1940,03,10.4,Y
IDCJAC0001,024006,1940,04,52.1,Y
IDCJAC0001,024006,1940,05,3.0,Y
IDCJAC0001,024006,1940,06,0.5,Y
IDCJAC0001,024006,1940,07,10.0,Y
IDCJAC0001,024006,1940,08,11.6,Y
IDCJAC0001,024006,1940,09,14.0,Y
IDCJAC0001,024006,1940,10,4.3,Y
IDCJAC0001,024006,1940,11,6.9,Y
IDCJAC0001,024006,1940,12,14.0,Y
IDCJAC0001,024006,1941,01,90.1,Y
IDCJAC0001,024006,1941,02,6.6,Y
IDCJAC0001,024006,1941,03,10.2,Y
IDCJAC0001,024006,1941,04,6.1,Y
IDCJAC0001,024006,1941,05,2.1,Y
IDCJAC0001,024006,1941,06,26.5,Y
IDCJAC0001,024006,1941,07,42.3,Y
IDCJAC0001,024006,1941,08,24.2,Y
IDCJAC0001,024006,1941,09,7.7,Y
IDCJAC0001,024006,1941,10,46.0,Y
IDCJAC0001,024006,1941,11,12.9,Y
IDCJAC0001,024006,1941,12,10.7,Y
IDCJAC0001,024006,1942,01,16.0,Y
IDCJAC0001,024006,1942,02,13.0,Y
IDCJAC0001,024006,1942,03,0.0,Y
IDCJAC0001,024006,1942,04,36.1,Y
IDCJAC0001,024006,1942,05,41.5,Y
IDCJAC0001,024006,1942,06,14.2,Y
IDCJAC0001,024006,1942,07,40.0,Y
IDCJAC0001,024006,1942,08,29.4,Y
IDCJAC0001,024006,1942,09,49.4,Y
IDCJAC0001,024006,1942,10,19.8,Y
IDCJAC0001,024006,1942,11,11.7,Y
IDCJAC0001,024006,1942,12,13.2,Y
IDCJAC0001,024006,1943,01,7.4,Y
IDCJAC0001,024006,1943,02,22.6,Y
IDCJAC0001,024006,1943,03,0.0,Y
IDCJAC0001,024006,1943,04,7.8,Y
IDCJAC0001,024006,1943,05,3.5,Y
IDCJAC0001,024006,1943,06,4.3,Y
IDCJAC0001,024006,1943,07,3.8,Y
IDCJAC0001,024006,1943,08,14.2,Y
IDCJAC0001,024006,1943,09,21.0,Y
IDCJAC0001,024006,1943,10,29.2,Y
IDCJAC0001,024006,1943,11,7.8,Y
IDCJAC0001,024006,1943,12,11.2,Y
IDCJAC0001,024006,1944,01,0.0,Y
IDCJAC0001,024006,1944,02,13.2,Y
IDCJAC0001,024006,1944,03,5.8,Y
IDCJAC0001,024006,1944,04,2.5,Y
IDCJAC0001,024006,1944,05,23.4,Y
IDCJAC0001,024006,1944,06,1.8,Y
